fdc_id,description,protein_g,fat_g,carbs_g,calories_kcal,fiber_g,sodium_mg,saturated_fat_g
169831,"APPLEBEE'S, 9 oz house sirloin steak",26.85,9.08,0.0,189.0,,604.0,3.477
169008,"APPLEBEE'S, Double Crunch Shrimp",12.31,18.9,25.96,323.0,2.6,838.0,3.366
169010,"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",5.01,4.34,21.08,143.0,1.3,288.0,1.312
169841,"APPLEBEE'S, chicken tenders platter",19.62,16.24,17.98,297.0,1.0,740.0,2.849
169012,"APPLEBEE'S, chicken tenders, from kids' menu",19.25,16.15,18.36,296.0,1.2,763.0,2.852
169018,"APPLEBEE'S, chili",12.56,9.79,4.57,157.0,1.4,381.0,4.15
169020,"APPLEBEE'S, coleslaw",0.79,7.09,13.17,120.0,2.8,178.0,1.061
169840,"APPLEBEE'S, crunchy onion rings",4.58,19.61,40.17,356.0,3.1,833.0,3.574
169017,"APPLEBEE'S, fish, hand battered",13.23,9.14,16.65,202.0,0.9,607.0,1.613
169009,"APPLEBEE'S, french fries",3.31,13.17,39.5,290.0,3.9,618.0,2.333
169011,"APPLEBEE'S, mozzarella sticks",14.87,18.37,22.87,316.0,2.1,838.0,6.73
170791,"ARBY'S, roast beef sandwich, classic",15.17,10.3,22.21,242.0,1.3,653.0,3.399
167782,"Abiyuch, raw",1.5,0.1,17.6,69.0,5.3,20.0,0.014
171687,"Acerola juice, raw",0.4,0.3,4.8,23.0,0.3,3.0,0.068
171686,"Acerola, (west indian cherry), raw",0.4,0.3,7.69,32.0,1.1,7.0,0.068
168061,Acorn stew (Apache),6.81,3.47,9.22,95.0,0.7,130.0,1.28
168992,"Agave, cooked (Southwest)",0.99,0.29,32.0,135.0,10.6,13.0,
168993,"Agave, dried (Southwest)",1.71,0.69,81.98,341.0,15.6,14.0,
169814,"Agave, raw (Southwest)",0.52,0.15,16.23,68.0,6.6,14.0,
169823,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",9.0,43.5,10.5,470.0,,24.0,8.6
168976,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",3.4,31.8,13.4,353.0,0.5,21.0,7.7
168977,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)",21.7,18.6,0.9,258.0,,95.0,5.1
173191,"Alcoholic Beverage, wine, table, red, Barbera",0.07,0.0,2.79,85.0,,,
173208,"Alcoholic Beverage, wine, table, red, Burgundy",0.07,0.0,3.69,86.0,,,
174834,"Alcoholic Beverage, wine, table, red, Cabernet Franc",0.07,0.0,2.45,83.0,,,
174833,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",0.07,0.0,2.6,83.0,,,
174840,"Alcoholic Beverage, wine, table, red, Carignane",0.07,0.0,2.4,74.0,,,
173194,"Alcoholic Beverage, wine, table, red, Claret",0.07,0.0,3.01,83.0,,,
171872,"Alcoholic Beverage, wine, table, red, Gamay",0.07,0.0,2.38,78.0,,,
174838,"Alcoholic Beverage, wine, table, red, Lemberger",0.07,0.0,2.46,80.0,,,
171925,"Alcoholic Beverage, wine, table, red, Merlot",0.07,0.0,2.51,83.0,0.0,4.0,
174109,"Alcoholic Beverage, wine, table, red, Mouvedre",0.07,0.0,2.64,88.0,,,
173193,"Alcoholic Beverage, wine, table, red, Petite Sirah",0.07,0.0,2.68,85.0,,,
174835,"Alcoholic Beverage, wine, table, red, Pinot Noir",0.07,0.0,2.31,82.0,,,
174839,"Alcoholic Beverage, wine, table, red, Sangiovese",0.07,0.0,2.62,86.0,,,
174836,"Alcoholic Beverage, wine, table, red, Syrah",0.07,0.0,2.58,83.0,,,
173192,"Alcoholic Beverage, wine, table, red, Zinfandel",0.07,0.0,2.86,88.0,,,
168749,"Alcoholic beverage, beer, light",0.24,0.0,1.64,29.0,0.0,4.0,0.0
169572,"Alcoholic beverage, beer, light, BUD LIGHT",0.25,0.0,1.3,29.0,0.0,3.0,
168748,"Alcoholic beverage, beer, light, BUDWEISER SELECT",0.2,0.0,0.87,28.0,0.0,3.0,
174145,"Alcoholic beverage, beer, light, higher alcohol",0.25,0.0,0.77,46.0,0.0,4.0,0.0
169575,"Alcoholic beverage, beer, light, low carb",0.17,0.0,0.73,27.0,0.0,3.0,0.0
168747,"Alcoholic beverage, beer, regular, BUDWEISER",0.36,0.0,2.97,41.0,0.0,3.0,
168746,"Alcoholic beverage, beer, regular, all",0.46,0.0,3.55,43.0,0.0,4.0,0.0
173168,"Alcoholic beverage, creme de menthe, 72 proof",0.0,0.3,41.6,371.0,0.0,5.0,0.014
169573,"Alcoholic beverage, daiquiri, canned",0.0,0.0,15.7,125.0,0.0,40.0,0.0
169574,"Alcoholic beverage, daiquiri, prepared-from-recipe",0.06,0.06,6.94,186.0,0.1,5.0,0.006
173664,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",0.0,0.0,0.0,295.0,0.0,1.0,0.0
174815,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",0.0,0.0,0.0,231.0,0.0,1.0,0.0
171919,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",0.0,0.0,0.1,250.0,0.0,1.0,0.0
171920,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",0.0,0.0,0.0,263.0,0.0,1.0,0.0
173663,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",0.0,0.0,0.0,275.0,0.0,1.0,0.0
174817,"Alcoholic beverage, distilled, rum, 80 proof",0.0,0.0,0.0,231.0,0.0,1.0,0.0
174818,"Alcoholic beverage, distilled, vodka, 80 proof",0.0,0.0,0.0,231.0,0.0,1.0,0.0
174819,"Alcoholic beverage, distilled, whiskey, 86 proof",0.0,0.0,0.1,250.0,0.0,0.0,0.0
175098,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",2.8,15.7,20.9,327.0,0.0,92.0,9.664
175097,"Alcoholic beverage, liqueur, coffee, 53 proof",0.1,0.3,46.8,336.0,0.0,8.0,0.106
173665,"Alcoholic beverage, liqueur, coffee, 63 proof",0.1,0.3,32.2,308.0,0.0,8.0,0.106
174141,"Alcoholic beverage, malt beer, hard lemonade",0.0,0.0,10.07,68.0,0.0,5.0,0.0
168750,"Alcoholic beverage, pina colada, canned",0.6,7.6,27.6,237.0,0.1,71.0,6.571
168752,"Alcoholic beverage, pina colada, prepared-from-recipe",0.42,1.88,22.66,174.0,0.3,6.0,1.636
167723,"Alcoholic beverage, rice (sake)",0.5,0.0,5.0,134.0,0.0,2.0,0.0
168753,"Alcoholic beverage, tequila sunrise, canned",0.3,0.1,11.3,110.0,0.0,57.0,
173662,"Alcoholic beverage, whiskey sour",0.0,0.03,13.17,149.0,0.0,20.0,0.005
174810,"Alcoholic beverage, whiskey sour, canned",0.0,0.0,13.4,119.0,0.1,44.0,
174812,"Alcoholic beverage, whiskey sour, prepared from item 14028",0.06,0.06,12.82,153.0,0.0,61.0,0.005
173164,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",0.1,0.02,15.85,164.0,0.0,47.0,0.003
169070,"Alcoholic beverage, wine, cooking",0.5,0.0,6.3,50.0,0.0,626.0,0.0
175112,"Alcoholic beverage, wine, dessert, dry",0.2,0.0,11.67,152.0,0.0,9.0,0.0
173176,"Alcoholic beverage, wine, dessert, sweet",0.2,0.0,13.69,160.0,0.0,9.0,0.0
169071,"Alcoholic beverage, wine, light",0.07,0.0,1.17,49.0,0.0,7.0,0.0
173185,"Alcoholic beverage, wine, table, all",0.07,0.0,2.72,83.0,0.0,5.0,0.0
173190,"Alcoholic beverage, wine, table, red",0.07,0.0,2.61,85.0,0.0,4.0,0.0
174837,"Alcoholic beverage, wine, table, white",0.07,0.0,2.6,82.0,0.0,5.0,0.0
174110,"Alcoholic beverage, wine, table, white, Chardonnay",0.07,0.0,2.16,84.0,0.0,5.0,
173195,"Alcoholic beverage, wine, table, white, Chenin Blanc",0.07,0.0,3.31,80.0,,,
173196,"Alcoholic beverage, wine, table, white, Fume Blanc",0.07,0.0,2.27,82.0,,,
174843,"Alcoholic beverage, wine, table, white, Gewurztraminer",0.07,0.0,2.6,81.0,,,
173198,"Alcoholic beverage, wine, table, white, Muller Thurgau",0.07,0.0,3.48,76.0,,,
174849,"Alcoholic beverage, wine, table, white, Muscat",0.07,0.0,5.23,82.0,,,
174848,"Alcoholic beverage, wine, table, white, Pinot Blanc",0.07,0.0,1.94,81.0,,,
174841,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",0.07,0.0,2.06,83.0,,,
173200,"Alcoholic beverage, wine, table, white, Riesling",0.07,0.0,3.74,80.0,,,
173201,"Alcoholic beverage, wine, table, white, Sauvignon Blanc",0.07,0.0,2.05,81.0,,,
174845,"Alcoholic beverage, wine, table, white, Semillon",0.07,0.0,3.12,82.0,,,
173202,"Alcoholic beverage, wine, table, white, late harvest",0.07,0.0,13.39,112.0,,,
174844,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",0.07,0.0,11.39,108.0,,,
171906,"Alcoholic beverages, beer, higher alcohol",0.9,0.0,0.27,58.0,0.0,4.0,0.0
171908,"Alcoholic beverages, wine, rose",0.36,0.0,3.8,83.0,0.0,5.0,0.0
168384,"Alfalfa seeds, sprouted, raw",3.99,0.69,2.1,23.0,1.9,6.0,0.069
170683,"Amaranth grain, cooked",3.8,1.58,18.69,102.0,2.1,6.0,
170682,"Amaranth grain, uncooked",13.56,7.02,65.25,371.0,6.7,4.0,1.459
168492,"Amaranth leaves, cooked, boiled, drained, with salt",2.11,0.18,4.11,21.0,,257.0,0.05
169202,"Amaranth leaves, cooked, boiled, drained, without salt",2.11,0.18,4.11,21.0,,21.0,0.05
168385,"Amaranth leaves, raw",2.46,0.33,4.02,23.0,,20.0,0.091
167590,"Andrea's, Gluten Free Soft Dinner Roll",5.65,8.2,40.24,257.0,2.9,544.0,
172345,"Animal fat, bacon grease",0.0,99.5,0.0,897.0,0.0,150.0,39.004
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",0.1,0.13,11.3,46.0,0.2,4.0,0.022
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",0.12,0.17,11.49,48.0,0.3,5.0,0.029
173933,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",0.1,0.13,11.3,46.0,0.2,4.0,0.022
173935,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",0.14,0.1,11.54,47.0,0.1,7.0,0.018
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",0.14,0.1,11.54,47.0,0.1,7.0,0.018
168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",0.51,0.37,41.0,166.0,,25.0,0.06
173934,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",0.51,0.37,41.0,166.0,0.4,25.0,0.06
173930,"Apples, canned, sweetened, sliced, drained, heated",0.18,0.43,16.84,67.0,2.0,3.0,0.07
171690,"Apples, dehydrated (low moisture), sulfured, stewed",0.28,0.12,19.91,74.0,2.6,26.0,0.02
173931,"Apples, dehydrated (low moisture), sulfured, uncooked",1.32,0.58,93.53,346.0,12.4,124.0,0.095
171693,"Apples, dried, sulfured, stewed, with added sugar",0.2,0.07,20.73,83.0,1.9,19.0,0.011
171692,"Apples, dried, sulfured, stewed, without added sugar",0.22,0.07,15.32,57.0,2.0,20.0,0.012
171691,"Apples, dried, sulfured, uncooked",0.93,0.32,65.89,243.0,8.7,87.0,0.052
173932,"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",0.29,0.33,12.0,47.0,1.3,3.0,0.053
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",0.28,0.32,12.31,48.0,1.3,3.0,0.053
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",0.2,0.18,15.22,63.0,2.1,1.0,
168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",0.25,0.12,13.68,57.0,2.3,1.0,
168202,"Apples, raw, golden delicious, with skin",0.28,0.15,13.6,57.0,2.4,2.0,
168203,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",0.44,0.19,13.61,58.0,2.8,1.0,
168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",0.27,0.2,14.06,59.0,2.3,1.0,
171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",0.26,0.17,13.81,52.0,2.4,1.0,0.028
171689,"Apples, raw, without skin",0.27,0.13,12.76,48.0,1.3,0.0,0.021
173928,"Apples, raw, without skin, cooked, boiled",0.26,0.36,13.64,53.0,2.4,1.0,0.058
173929,"Apples, raw, without skin, cooked, microwave",0.28,0.42,14.41,56.0,2.8,1.0,0.068
167773,"Applesauce, canned, sweetened, with salt",0.18,0.18,19.91,76.0,1.2,28.0,0.03
171696,"Applesauce, canned, sweetened, without salt",0.16,0.17,17.49,68.0,1.2,2.0,0.03
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",0.17,0.1,11.27,42.0,1.1,2.0,0.008
171695,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",0.17,0.1,11.27,42.0,1.1,2.0,0.008
171704,"Apricot nectar, canned, with added ascorbic acid",0.17,0.45,13.63,56.0,0.1,8.0,0.033
171701,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",0.55,0.04,24.85,96.0,1.6,13.0,0.003
173938,"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",0.6,0.1,12.5,49.0,1.6,2.0,0.007
171699,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",0.53,0.08,21.47,83.0,1.6,4.0,0.005
171700,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",0.51,0.09,21.45,83.0,1.6,11.0,0.006
167768,"Apricots, canned, heavy syrup, drained",0.64,0.11,21.31,83.0,2.7,4.0,0.007
173937,"Apricots, canned, juice pack, with skin, solids and liquids",0.63,0.04,12.34,48.0,1.6,4.0,0.003
173939,"Apricots, canned, light syrup pack, with skin, solids and liquids",0.53,0.05,16.49,63.0,1.6,4.0,0.003
171698,"Apricots, canned, water pack, with skin, solids and liquids",0.71,0.16,6.39,27.0,1.6,3.0,0.011
173936,"Apricots, canned, water pack, without skin, solids and liquids",0.69,0.03,5.48,22.0,1.1,11.0,0.002
173940,"Apricots, dehydrated (low-moisture), sulfured, stewed",1.93,0.24,32.62,126.0,,5.0,0.017
171702,"Apricots, dehydrated (low-moisture), sulfured, uncooked",4.9,0.62,82.89,320.0,,13.0,0.043
173943,"Apricots, dried, sulfured, stewed, with added sugar",1.17,0.15,29.26,113.0,4.1,3.0,0.01
173942,"Apricots, dried, sulfured, stewed, without added sugar",1.2,0.18,22.15,85.0,2.6,4.0,0.006
173941,"Apricots, dried, sulfured, uncooked",3.39,0.51,62.64,241.0,7.3,10.0,0.017
171703,"Apricots, frozen, sweetened",0.7,0.1,25.1,98.0,2.2,4.0,0.007
171697,"Apricots, raw",1.4,0.39,11.12,48.0,2.0,1.0,0.027
175071,"Archway Home Style Cookies, Chocolate Chip Ice Box",4.28,24.4,65.02,497.0,2.0,270.0,8.08
173245,"Archway Home Style Cookies, Coconut Macaroon",3.02,22.55,61.23,460.0,5.1,200.0,20.1
173246,"Archway Home Style Cookies, Date Filled Oatmeal",4.67,12.05,68.16,400.0,2.1,331.0,2.76
173247,"Archway Home Style Cookies, Dutch Cocoa",4.5,14.99,69.44,431.0,2.6,384.0,3.62
173248,"Archway Home Style Cookies, Frosty Lemon",4.41,17.11,64.78,430.0,0.7,449.0,5.83
173249,"Archway Home Style Cookies, Iced Molasses",3.5,14.43,69.12,420.0,1.0,605.0,4.16
175072,"Archway Home Style Cookies, Iced Oatmeal",4.89,16.53,66.76,435.0,2.0,377.0,4.61
175073,"Archway Home Style Cookies, Molasses",4.25,12.06,69.41,403.0,1.2,577.0,2.81
175074,"Archway Home Style Cookies, Oatmeal",5.48,14.08,68.17,421.0,2.9,394.0,3.2
175075,"Archway Home Style Cookies, Oatmeal Raisin",5.17,12.08,69.27,406.0,2.7,339.0,2.75
173250,"Archway Home Style Cookies, Old Fashioned Molasses",4.27,11.83,70.55,406.0,1.1,561.0,2.77
173251,"Archway Home Style Cookies, Old Fashioned Windmill Cookies",5.17,17.55,72.23,468.0,1.8,471.0,3.75
173252,"Archway Home Style Cookies, Peanut Butter",9.0,24.28,58.48,480.0,2.8,404.0,5.39
173253,"Archway Home Style Cookies, Raspberry Filled",4.35,13.26,65.92,400.0,2.2,334.0,5.16
175077,"Archway Home Style Cookies, Reduced Fat Ginger Snaps",4.67,11.14,76.23,424.0,1.1,406.0,2.6
175076,"Archway Home Style Cookies, Strawberry Filled",4.35,13.26,65.92,400.0,2.2,377.0,5.16
175070,"Archway Home Style Cookies, Sugar Free Oatmeal",5.54,20.92,67.2,442.0,1.9,308.0,4.9
168493,"Arrowhead, cooked, boiled, drained, with salt",4.49,0.1,16.14,78.0,,254.0,
169204,"Arrowhead, cooked, boiled, drained, without salt",4.49,0.1,16.14,78.0,,18.0,
169203,"Arrowhead, raw",5.33,0.29,20.23,99.0,,22.0,
170684,Arrowroot flour,0.3,0.1,88.15,357.0,3.4,2.0,0.019
168490,"Arrowroot, raw",4.24,0.2,13.39,65.0,1.3,26.0,0.039
169311,"Artichokes, (globe or french), cooked, boiled, drained, with salt",2.89,0.34,11.39,51.0,5.7,296.0,0.079
168386,"Artichokes, (globe or french), cooked, boiled, drained, without salt",2.89,0.34,11.95,53.0,5.7,60.0,0.079
169312,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",3.11,0.5,9.18,45.0,4.6,289.0,0.119
168388,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",3.11,0.5,9.18,45.0,4.6,53.0,0.119
168387,"Artichokes, (globe or french), frozen, unprepared",2.63,0.43,7.75,38.0,3.9,47.0,0.099
169205,"Artichokes, (globe or french), raw",3.27,0.15,10.51,47.0,5.4,94.0,0.036
175078,"Artificial Blueberry Muffin Mix, dry",4.7,8.7,77.45,407.0,,760.0,1.865
169387,"Arugula, raw",2.58,0.66,3.65,25.0,1.6,27.0,0.086
168978,Ascidians (tunughnak) (Alaska Native),3.8,0.5,0.0,20.0,,656.0,0.1
169207,"Asparagus, canned, drained solids",2.14,0.65,2.46,19.0,1.6,287.0,0.147
169314,"Asparagus, canned, no salt added, solids and liquids",1.8,0.18,2.48,15.0,1.0,26.0,0.041
169206,"Asparagus, canned, regular pack, solids and liquids",1.8,0.18,2.48,15.0,1.0,284.0,0.044
168390,"Asparagus, cooked, boiled, drained",2.4,0.22,4.11,22.0,2.0,14.0,0.048
169313,"Asparagus, cooked, boiled, drained, with salt",2.4,0.22,4.11,22.0,2.0,240.0,0.048
168494,"Asparagus, frozen, cooked, boiled, drained, with salt",2.95,0.42,1.92,18.0,1.6,240.0,0.096
169209,"Asparagus, frozen, cooked, boiled, drained, without salt",2.95,0.42,1.92,18.0,1.6,3.0,0.096
169208,"Asparagus, frozen, unprepared",3.23,0.23,4.1,24.0,1.9,8.0,0.052
168389,"Asparagus, raw",2.2,0.12,3.88,20.0,2.1,2.0,0.04
171706,"Avocados, raw, California",1.96,15.41,8.64,167.0,6.8,8.0,2.126
171707,"Avocados, raw, Florida",2.23,10.06,7.82,120.0,5.6,2.0,1.96
171705,"Avocados, raw, all commercial varieties",2.0,14.66,8.53,160.0,6.7,7.0,2.126
169783,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",6.89,11.1,6.96,155.0,1.0,517.0,4.282
172076,"BURGER KING, CROISSAN'WICH with Egg and Cheese",10.35,15.78,24.79,283.0,0.7,650.0,4.766
173316,"BURGER KING, CROISSAN'WICH with Sausage and Cheese",13.73,25.45,23.0,376.0,0.7,782.0,8.595
173315,"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",12.09,21.78,15.9,308.0,1.8,577.0,8.342
170329,"BURGER KING, Cheeseburger",14.57,14.81,23.71,286.0,1.0,602.0,6.842
170731,"BURGER KING, Chicken Strips",18.2,15.25,20.49,292.0,1.3,859.0,2.699
170729,"BURGER KING, DOUBLE WHOPPER, no cheese",13.94,15.66,13.74,252.0,1.4,289.0,5.773
170730,"BURGER KING, DOUBLE WHOPPER, with cheese",14.47,17.06,13.52,266.0,1.6,387.0,6.998
170374,"BURGER KING, Double Cheeseburger",16.83,16.13,17.43,282.0,,562.0,6.922
170328,"BURGER KING, Hamburger",14.85,10.55,26.76,261.0,1.0,461.0,3.821
172078,"BURGER KING, Hash Brown Rounds",2.8,19.3,29.37,302.0,2.3,568.0,3.285
170771,"BURGER KING, Onion Rings",3.86,25.23,43.58,417.0,2.7,776.0,4.194
170331,"BURGER KING, Original Chicken Sandwich",12.14,14.69,26.22,286.0,2.4,638.0,2.723
170330,"BURGER KING, Premium Fish Sandwich",10.29,12.45,26.69,260.0,0.9,602.0,1.949
170700,"BURGER KING, Vanilla Shake",3.19,8.74,19.03,168.0,0.0,100.0,5.335
170727,"BURGER KING, WHOPPER, no cheese",10.74,12.84,18.55,233.0,1.8,313.0,4.25
170728,"BURGER KING, WHOPPER, with cheese",11.19,15.33,16.7,250.0,1.0,453.0,5.782
170327,"BURGER KING, french fries",3.23,12.48,38.7,280.0,2.9,279.0,2.137
172077,"BURGER KING, french toast sticks",6.0,17.74,41.21,349.0,1.4,428.0,3.989
171001,"Babyfood, Baby MUM MUM Rice Biscuits",12.5,0.87,83.21,391.0,0.0,313.0,0.238
173487,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",1.1,0.0,14.82,64.0,1.2,20.0,0.0
172254,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",0.47,0.0,12.88,48.0,2.0,2.0,0.0
169792,"Babyfood, GERBER, Banana with orange medley",1.06,0.0,20.41,69.0,2.1,10.0,0.0
171371,"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",7.97,9.27,72.48,407.0,5.9,259.0,0.81
171000,"Babyfood, Multigrain whole grain cereal, dry fortified",6.67,6.67,80.06,407.0,6.7,33.0,1.058
171398,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",0.0,28.57,61.59,503.0,0.0,500.0,4.669
167690,"Babyfood, apple yogurt dessert, strained",0.8,1.6,19.5,93.0,0.5,20.0,1.034
171351,"Babyfood, apple-banana juice",0.2,0.1,12.3,51.0,0.2,4.0,0.018
173517,"Babyfood, apples with ham, strained",2.6,0.9,10.9,62.0,1.8,9.0,0.25
173511,"Babyfood, apples, dices, toddler",0.19,0.36,11.56,50.0,1.9,2.0,0.02
169047,"Babyfood, baked product, finger snacks cereal fortified",6.4,9.9,76.68,421.0,2.3,0.0,1.646
167733,"Babyfood, banana apple dessert, strained",0.3,0.2,16.3,68.0,1.0,7.0,0.058
168090,"Babyfood, banana juice with low fat yogurt",2.5,0.8,17.54,86.0,0.4,37.0,0.517
167732,"Babyfood, banana no tapioca, strained",1.0,0.2,21.34,91.0,1.6,2.0,0.072
170999,"Babyfood, banana with mixed berries, strained",1.01,0.36,21.31,92.0,1.0,0.0,0.081
173519,"Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS",0.0,0.0,7.35,29.0,0.0,11.0,0.0
173518,"Babyfood, carrots and beef, strained",3.4,2.5,5.7,59.0,2.6,69.0,0.96
169871,"Babyfood, carrots, toddler",0.6,0.3,5.23,21.0,2.3,48.0,0.052
173509,"Babyfood, cereal, Oatmeal, dry, GERBER, SINGLE GRAIN, fortified",10.94,6.42,73.57,396.0,7.0,23.0,0.844
171358,"Babyfood, cereal, barley, dry fortified",13.2,6.6,69.4,376.0,6.6,33.0,0.894
172296,"Babyfood, cereal, barley, prepared with whole milk",3.73,3.26,9.94,84.0,0.6,43.0,1.76
169048,"Babyfood, cereal, brown rice, dry, instant",8.7,3.0,85.98,406.0,6.5,12.0,0.61
171366,"Babyfood, cereal, egg yolks and bacon, junior",2.5,5.0,6.2,79.0,0.9,48.0,1.64
173528,"Babyfood, cereal, high protein, prepared with whole milk",8.7,3.8,11.6,111.0,,49.0,
170973,"Babyfood, cereal, high protein, with apple and orange, dry",25.4,6.5,57.6,374.0,7.1,104.0,0.96
173533,"Babyfood, cereal, high protein, with apple and orange, prepared with whole milk",6.9,3.9,13.4,112.0,,58.0,
170964,"Babyfood, cereal, mixed, dry fortified",6.66,6.66,78.21,399.0,6.7,33.0,0.769
173529,"Babyfood, cereal, mixed, prepared with whole milk",4.14,3.38,12.3,96.0,0.8,42.0,1.745
170967,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",0.71,0.51,18.79,84.0,1.0,5.0,0.072
170966,"Babyfood, cereal, mixed, with applesauce and bananas, strained",0.71,0.51,18.38,82.0,1.0,5.0,0.09
170965,"Babyfood, cereal, mixed, with bananas, dry",10.7,4.6,77.1,391.0,7.8,0.0,0.846
173530,"Babyfood, cereal, mixed, with bananas, prepared with whole milk",3.82,3.46,10.0,86.0,0.4,48.0,1.808
173532,"Babyfood, cereal, mixed, with honey, prepared with whole milk",5.0,3.6,15.9,115.0,,48.0,
171360,"Babyfood, cereal, oatmeal, dry fortified",10.99,6.36,73.48,394.0,7.3,21.0,0.841
173531,"Babyfood, cereal, oatmeal, prepared with whole milk",5.0,4.1,15.3,116.0,1.1,46.0,2.258
171363,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",0.89,0.89,16.03,76.0,0.9,4.0,0.126
171362,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",0.89,0.89,15.62,75.0,0.9,4.0,0.125
171361,"Babyfood, cereal, oatmeal, with bananas, dry",6.67,6.67,78.07,399.0,5.2,33.0,1.267
172297,"Babyfood, cereal, oatmeal, with bananas, prepared with whole milk",3.82,3.46,10.0,86.0,0.4,48.0,1.82
170968,"Babyfood, cereal, oatmeal, with honey, dry",13.5,7.0,69.3,391.0,,47.0,
172298,"Babyfood, cereal, oatmeal, with honey, prepared with whole milk",5.0,3.9,15.3,115.0,,49.0,
167731,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",6.6,0.9,88.5,389.0,2.6,2.0,0.185
170969,"Babyfood, cereal, rice, dry fortified",6.65,2.19,83.14,390.0,1.3,32.0,0.234
172299,"Babyfood, cereal, rice, prepared with whole milk",3.45,3.38,10.31,85.0,0.0,42.0,1.793
170970,"Babyfood, cereal, rice, with applesauce and bananas, strained",1.2,0.4,17.1,80.0,1.0,4.0,0.114
170974,"Babyfood, cereal, rice, with bananas, dry",8.7,4.2,79.9,404.0,1.0,0.0,0.978
173534,"Babyfood, cereal, rice, with bananas, prepared with whole milk",3.57,3.32,10.49,86.0,0.1,47.0,1.798
172300,"Babyfood, cereal, rice, with honey, prepared with whole milk",3.9,3.3,17.1,115.0,,49.0,
171359,"Babyfood, cereal, whole wheat, with apples, dry fortified",6.6,4.8,83.2,402.0,6.7,66.0,0.639
171364,"Babyfood, cereal, with egg yolks, junior",1.9,1.8,7.1,52.0,0.9,33.0,0.61
170971,"Babyfood, cereal, with egg yolks, strained",1.9,1.8,7.0,51.0,0.9,33.0,0.61
171365,"Babyfood, cereal, with eggs, strained",2.2,1.5,8.0,58.0,,38.0,0.49
170978,"Babyfood, cherry cobbler, junior",0.3,0.1,19.2,78.0,0.2,0.0,0.02
171368,"Babyfood, cookie, baby, fruit",6.8,12.6,73.7,435.0,3.4,9.0,2.7
170975,"Babyfood, cookies",11.8,13.2,67.1,433.0,0.2,300.0,2.352
171369,"Babyfood, cookies, arrowroot",7.6,10.0,75.4,424.0,0.2,319.0,1.048
